author,meanCompound,postCount,majorityLabel
leahfeiger.bsky.social,0.4404,1,positive
leahmcelrath.bsky.social,-0.1027,1,negative
leahshape.bsky.social,0.3182,1,positive
lealeander.bsky.social,-0.765,1,negative
leaninglean.bsky.social,0.5267,1,positive
leanne7908.bsky.social,0.0,1,neutral
learninglaser.bsky.social,0.8326,2,positive
lebt.bsky.social,-0.8928,1,negative
leearizuno.bsky.social,-0.23095000000000002,2,positive
leecingola.bsky.social,-0.3062,2,neutral
leecle.bsky.social,0.0,1,neutral
leefeller.bsky.social,-0.5423,1,negative
leeleykeel.bsky.social,0.1421,2,positive
leerowan.bsky.social,0.11074999999999999,8,positive
leesajernigan.bsky.social,0.4215,1,positive
leesha.bsky.social,-0.3818,1,negative
leetaylorbythesea.bsky.social,0.0772,1,positive
leevalentinesmith.bsky.social,0.0,1,neutral
left-of-west.bsky.social,-0.7351,1,negative
leftvoice.bsky.social,-0.4939,1,negative
leftwardswing.bsky.social,0.5719,1,positive
leftybarner.bsky.social,0.0,2,neutral
leftyvegan.bsky.social,0.0,1,neutral
lefwin.bsky.social,0.5106,1,positive
legaljustice.bsky.social,0.6136,1,positive
legalstuffhilary.bsky.social,0.0,1,neutral
legitimatebuilding.eurosky.social,0.0516,1,positive
leighchevaux.bsky.social,0.20854,5,positive
lelac.bsky.social,-0.025066666666666668,3,neutral
lelapindasie.bsky.social,0.9186,1,positive
lennon-s.bsky.social,0.7579,1,positive
lennyberger.bsky.social,0.3182,1,positive
leopardlynx.bsky.social,0.3612,1,positive
leopardonparade.bsky.social,-0.5423,1,negative
leovongripsholm.bsky.social,-0.39185000000000003,2,negative
lepapillonblue.bsky.social,-0.2093,2,neutral
lerrrgan.bsky.social,0.0,1,neutral
lesbrianna.bsky.social,0.0,1,neutral
leserv.bsky.social,-0.3595,1,negative
lesja.bsky.social,0.0,1,neutral
lesleych.bsky.social,-0.14080000000000004,2,negative
lesleyhustler.bsky.social,-0.25,1,negative
leslie4653.bsky.social,0.0,1,neutral
lesliead717.bsky.social,0.0,1,neutral
leslieandrews.bsky.social,0.2263,1,positive
lesnielbc.bsky.social,-0.29000000000000004,3,negative
letsbepurple.bsky.social,-0.7105,1,negative
letseatnachos.bsky.social,0.09865000000000002,2,negative
letsgetjuicing.bsky.social,-0.4215,1,negative
levdavidoff.bsky.social,0.4215,1,positive
levicoyote.bsky.social,0.0,1,neutral
levin.bsky.social,0.4696,1,positive
lewis1055.bsky.social,-0.6597,1,negative
lewontin.bsky.social,0.0,2,neutral
lewtwin.bsky.social,0.0,1,neutral
lexfundi.bsky.social,0.3182,1,positive
lexi6toes.bsky.social,-0.04896666666666668,3,negative
lexistenti.al,-0.631,1,negative
lexx-moya.bsky.social,-0.7184,1,negative
leyaum.bsky.social,0.4939,1,positive
lgbtqqip2saa.bsky.social,0.3921,2,positive
lhamilton5555.bsky.social,0.4464666666666666,3,positive
lianhansidhe.bsky.social,0.0,1,neutral
liannehy.bsky.social,0.2144,1,positive
liaskwerklooi.bsky.social,0.3543,1,positive
libbybake.bsky.social,0.0,1,neutral
liberalazbirder.bsky.social,0.1806,2,neutral
liberaldemida.bsky.social,-0.37965,2,negative
liberalhoundmom.bsky.social,-0.12587142857142858,7,negative
liberaljimocrat.bsky.social,-0.1027,1,negative
liberalruralmama.bsky.social,-0.1531,1,negative
liberals4liberty.bsky.social,0.0,1,neutral
libertydiesslowly.bsky.social,-0.5574,1,negative
libertyotf0.bsky.social,-0.7634,1,negative
libertyview.bsky.social,0.11447500000000002,4,positive
libkarin.bsky.social,0.5859,1,positive
libraone.bsky.social,0.0,2,neutral
librarian300.bsky.social,-0.8271,1,negative
librariandotbmp.bsky.social,-0.2247,1,negative
librarymode.bsky.social,0.1806,2,positive
lidwina.bsky.social,-0.2674,3,negative
liedetektr.bsky.social,0.0,2,neutral
lieutenantv.bsky.social,0.2999,2,positive
life-of-amon.bsky.social,0.0,1,neutral
lifeinthedesert.bsky.social,0.0,1,neutral
likchan.bsky.social,0.3612,1,positive
like-eike.bsky.social,-0.75515,2,negative
lila7.bsky.social,0.0,1,neutral
lilablau23.bsky.social,0.0,2,neutral
lilbi1l.bsky.social,0.4404,1,positive
lilbigguy.bsky.social,0.0,1,neutral
lilhistorian.bsky.social,0.0,1,neutral
lilhummingbird007.bsky.social,-0.05135,2,neutral
lilienfeld2.bsky.social,0.0,1,neutral
liliumf.bsky.social,0.0,1,neutral
lillians.bsky.social,-0.07084999999999997,2,positive
lillost.bsky.social,-0.1087333333333333,3,negative
lilmermaid17.bsky.social,0.0,1,neutral
lilythekitsune.bsky.social,-0.039599999999999996,2,negative
limbic.bsky.social,-0.8793,1,negative
liminalistic.bsky.social,-0.873,1,negative
lincolnzghost.bsky.social,0.1531,1,positive
lindaaoswald1.bsky.social,0.0,1,neutral
lindaisee.bsky.social,0.3324,1,positive
lindakp.bsky.social,0.0,1,neutral
lindam174.bsky.social,0.3182,1,positive
lindanielsen.bsky.social,-0.16849999999999998,3,negative
lindarn.bsky.social,-0.07599999999999998,2,positive
linjurz.bsky.social,0.3825,2,neutral
linseymarr.bsky.social,-0.1406333333333333,3,negative
linz13.bsky.social,-0.8481,1,negative
lionsfan11318.bsky.social,0.0,2,neutral
lionsleeps4ever.bsky.social,-0.8807,1,negative
lipstickscribbles.bsky.social,0.0,1,neutral
liquidgelcaps.bsky.social,0.4215,1,positive
lirpa413.bsky.social,0.0,1,neutral
lisaandotis.bsky.social,-0.5267,1,negative
lisachildsar.bsky.social,0.0,1,neutral
lisafellaantifa.bsky.social,-0.3724,1,negative
lisalisag1969.bsky.social,-0.45815,2,negative
lisamowmow.bsky.social,0.2017,2,neutral
lisamw.bsky.social,-0.19482500000000003,4,negative
lisasmuffins.bsky.social,-0.004780000000000023,5,negative
lisatea.bsky.social,0.0,1,neutral
lisossoma.bsky.social,0.2263,1,positive
listenbeforeispeak.bsky.social,0.0,1,neutral
litahart72.bsky.social,0.762,1,positive
literallytho.bsky.social,-0.0516,1,negative
litterygeniarse.bsky.social,-0.5707,1,negative
littleangus.bsky.social,-0.5897,1,negative
littlebitred.bsky.social,-0.25,1,negative
littleegg.solo-game.dev,-0.7357,1,negative
littlejimmy115.bsky.social,0.0,1,neutral
littlenomad.bsky.social,-0.33455,2,negative
littleredhenvotes.bsky.social,-0.5763666666666667,3,negative
littlewashita.bsky.social,0.0,1,neutral
littlun007.bsky.social,-0.10711999999999999,5,neutral
litwick.net,-0.25,1,negative
litzz11.bsky.social,0.6892,2,positive
liveonmbc.bsky.social,0.0,2,neutral
livesarah.bsky.social,-0.15055000000000002,4,negative
livinglargeintheus.bsky.social,0.3802,1,positive
lizardky.bsky.social,0.34,1,positive
lizbnz.bsky.social,-0.5137,1,negative
lizdynan.bsky.social,0.1314666666666667,9,positive
lizrenner.bsky.social,0.0,1,neutral
lizszabo.bsky.social,-0.0258,2,negative
lizzard32.bsky.social,0.0,1,neutral
lizziec.bsky.social,-0.3716,1,negative
lizziec222.bsky.social,-0.8533,1,negative
lizzieworldgirl.bsky.social,0.8591,1,positive
ljamesnc.bsky.social,0.0,2,neutral
ljdr48.bsky.social,0.765,1,positive
ljherrero.bsky.social,0.0,1,neutral
lkhatcher.bsky.social,-0.73115,2,negative
lkmalone729.bsky.social,-0.25,1,negative
llama615.bsky.social,0.0,1,neutral
llewellyngray.bsky.social,-0.8689,1,negative
lluxlokii.bsky.social,0.4404,1,positive
llynsey453.bsky.social,0.0,1,neutral
lm100.bsky.social,0.0,1,neutral
lma2024.bsky.social,-0.5106,1,negative
lmason.bsky.social,0.3535333333333333,3,positive
lmfiore.bsky.social,-0.3818,1,negative
lmh82.bsky.social,-0.4819,2,negative
ln-em.bsky.social,-0.765,1,negative
lo-loly.bsky.social,0.0,1,neutral
lobsterlend.bsky.social,0.2732,1,positive
localnotail.bsky.social,-0.3071,1,negative
lockdownyourlife.com,-0.296,1,negative
locutusof.bsky.social,-0.34,1,negative
loganws.bsky.social,-0.296,1,negative
lola-d.bsky.social,0.0,1,neutral
lolalolajoaquin.bsky.social,0.0,1,neutral
lolalvl.bsky.social,0.0,1,neutral
lolatep.bsky.social,0.4199,1,positive
lollioness.bsky.social,0.0,1,neutral
lolodiptera.bsky.social,0.1326,1,positive
lolonana.bsky.social,0.7845,1,positive
lolonurse.bsky.social,0.0,1,neutral
lonelywriteridiot.bsky.social,-0.5563,1,negative
lonewraith28.bsky.social,-0.136075,4,negative
lonnietoft.bsky.social,-0.746,2,negative
looftsabine.bsky.social,0.6124,1,positive
lookingforapath.bsky.social,-0.34,1,negative
loonrman.bsky.social,-0.3595,1,negative
loonspeak.bsky.social,-0.4767,1,negative
loraxthatshit.bsky.social,0.2549666666666666,3,positive
lord-fenwick.bsky.social,0.0,1,neutral
lordeaux.bsky.social,-0.15464999999999998,2,positive
lordkillerbee.bsky.social,0.5845,2,positive
lordofwhales.bsky.social,-0.6597,1,negative
lordpiss.bsky.social,-0.1027,1,negative
lordsamify.bsky.social,0.7978,1,positive
lorennacleary.bsky.social,-0.61045,2,negative
lorenv.bsky.social,-0.7735,1,negative
lorenzo49.bsky.social,-0.6249,1,negative
lorenzofb.bsky.social,0.3612,1,positive
loreweaver-nara.bsky.social,0.7568,1,positive
lorianderson.bsky.social,0.4404,1,positive
loribelle2.bsky.social,-0.3237,1,negative
loriezinnia.bsky.social,-0.8316,1,negative
loriinreallife.bsky.social,0.0,1,neutral
losalus.bsky.social,0.0,1,neutral
lostboylifer.bsky.social,0.0,1,neutral
lostsoul4521.bsky.social,-0.296,1,negative
lotd.bsky.social,-0.1877,1,negative
lotta20241113.bsky.social,0.18455,2,neutral
lotusfalling.bsky.social,-0.7319,1,negative
louaspiringwriter.bsky.social,0.0,1,neutral
loudlong.bsky.social,0.0,1,neutral
louise-ince.bsky.social,0.7393,1,positive
louise007.bsky.social,0.4767,1,positive
louisonlouizic.bsky.social,0.04930000000000001,2,positive
louispeitzman.bsky.social,0.1366,2,neutral
lousywords.com,-0.23835,2,negative
lovedogs8.bsky.social,0.5859,1,positive
lovekat41.bsky.social,0.8316,1,positive
lovekaupo.bsky.social,0.0,1,neutral
lovelyart.bsky.social,-0.1531,1,negative
loveon9.bsky.social,0.4215,1,positive
lovepeacegratitude.bsky.social,-0.8037,1,negative
lovepet6969.bsky.social,-0.30935,2,neutral
lovethispost.bsky.social,-0.09809999999999999,2,positive
lovovmelife.bsky.social,0.2732,1,positive
lower9hollygrove.bsky.social,0.0,1,neutral
lrachev.bsky.social,0.1421,4,positive
lrb.co.uk,-0.144,1,negative
lro70.bsky.social,0.3612,1,positive
ls-on-the-flipfone.bsky.social,0.0,1,neutral
lsaffs.bsky.social,-0.6697,1,negative
lsbridger.bsky.social,0.0,1,neutral
lshtm.bsky.social,-0.7783,1,negative
lteft.bsky.social,0.4404,1,positive
ltl2.bsky.social,0.40264999999999995,2,positive
ltrain80.bsky.social,0.5908,1,positive
lucgumshoe.bsky.social,-0.5267,1,negative
lucibee.bsky.social,0.0189,2,positive
lucifersam.bsky.social,0.3384,1,positive
luckydog59.bsky.social,0.0,1,neutral
luckyeddy.bsky.social,-0.7414000000000001,2,negative
luckymud.myatproto.social,-0.0258,2,neutral
lucyalexander.bsky.social,-0.25,1,negative
lucyarnold.bsky.social,-0.1967125,8,negative
lucykarrys.bsky.social,0.0,1,neutral
lucylady.bsky.social,0.0,2,neutral
luigivercotti.bsky.social,-0.6486,1,negative
luke-givens.bsky.social,0.0,1,neutral
lukebro92.bsky.social,0.014533333333333323,3,negative
lukerussell.bsky.social,-0.7994,2,negative
luminosity.bsky.social,0.0,1,neutral
lummuscain.bsky.social,-0.4215,1,negative
lunalapine.com,0.0,1,neutral
lunaraptor.bsky.social,-0.2124,1,negative
lunarshocked.bsky.social,0.1531,1,positive
lunchpailchris.bsky.social,0.0,1,neutral
lupogato.bsky.social,-0.5994,1,negative
luq73.bsky.social,0.0,1,neutral
lurch442.bsky.social,0.6249,1,positive
lurkerbluesky.bsky.social,-0.3784,1,negative
luv4calif.bsky.social,0.52115,2,positive
luvmy3dogs.bsky.social,-0.4767,1,negative
luwop.bsky.social,-0.3182,1,negative
lwr3628.bsky.social,-0.9292,1,negative
lxxxvi-xlvii-now.bsky.social,0.1531,1,positive
lyan-cat.bsky.social,0.10636666666666668,3,positive
lyle-little.bsky.social,0.0,1,neutral
lyndallterrier.bsky.social,0.11337500000000002,4,neutral
lyndapole.bsky.social,0.0,1,neutral
lynelles.bsky.social,0.6696,1,positive
lynia80.bsky.social,0.0,1,neutral
lynn101.bsky.social,-0.08785000000000001,2,positive
lynnbahta.bsky.social,0.6474,1,positive
lynnbowling.bsky.social,-0.09363333333333333,3,negative
lynniebabe01.bsky.social,-0.6125,1,negative
lynnunderwood.bsky.social,0.11434999999999998,2,positive
lyns84.bsky.social,-0.17,2,negative
lyrahelion.bsky.social,0.42650000000000005,3,positive
lyrelle80.bsky.social,-0.1779,1,negative
m-e72.bsky.social,0.7088,1,positive
m00nstreake.bsky.social,-0.4019,1,negative
m1db.bsky.social,0.4404,1,positive
m1ngthemerciless.bsky.social,-0.4005,1,negative
m4a1960.bsky.social,0.4199,1,positive
m9-prime.bsky.social,0.8625,1,positive
mac2two.bsky.social,-0.5514,1,negative
macawake.bsky.social,0.0,1,neutral
maceovive.bsky.social,0.0,1,neutral
machete.gay,-0.31206,5,negative
machminotaur.bsky.social,-0.0258,1,neutral
machutch.bsky.social,0.13,3,positive
mack11211.bsky.social,0.0,1,neutral
mackayim.bsky.social,0.07878108108108109,37,neutral
macphoenix.com,0.0,1,neutral
macroliter.bsky.social,-0.28595,2,neutral
macroom73.bsky.social,0.0,1,neutral
mactakeshi.bsky.social,0.0,1,neutral
madamedefarge2a.bsky.social,0.7933,1,positive
madamedefargeknits.bsky.social,-0.5574,1,negative
madamehardy.bsky.social,0.1027,1,positive
madcolorist.bsky.social,-0.4084857142857143,7,negative
maddie-says.bsky.social,0.20095,2,positive
madge9800.bsky.social,-0.18750000000000003,2,positive
madgreek.bsky.social,0.0,1,neutral
madgreek2024.bsky.social,-0.729,1,negative
madhat59kenwood.bsky.social,0.1098,1,positive
madhatterfellarina.bsky.social,0.0636,3,neutral
madhattermn.bsky.social,0.4019,1,positive
madhominem.bsky.social,0.0,1,neutral
madhupai.bsky.social,0.0,1,neutral
maebughers.bsky.social,0.04035,2,positive
maelcornic.bsky.social,0.3612,1,positive
maemae48.bsky.social,-0.3818,1,negative
maevedu.bsky.social,0.507,1,positive
mafkr.bsky.social,-0.1531,1,negative
magabuster.bsky.social,0.45125000000000004,2,positive
magastolemymate.bsky.social,0.0,1,neutral
magentarocks.bsky.social,0.0,1,neutral
maggiemae46.bsky.social,-0.5106,1,negative
magicapple.bsky.social,0.4767,1,positive
magicmia.eurosky.social,-0.3366,2,negative
magimilk.bsky.social,0.2023,1,positive
magneticsara.bsky.social,-0.5106,1,negative
magnusxander.bsky.social,0.0,1,neutral
magosbilly.bsky.social,0.4449,1,positive
magpie.tips,0.0,1,neutral
magpieheaven.bsky.social,-0.29936666666666667,3,negative
magsluvs.bsky.social,0.0,1,neutral
magsmac.bsky.social,0.0,1,neutral
magzdilla.bsky.social,0.3182,1,positive
mahfl.bsky.social,-0.25,1,negative
mahoganygaspipes.bsky.social,0.02345,2,positive
mahuga.bsky.social,-0.35695,2,negative
maineboy65.bsky.social,0.0,1,neutral
mainekat.bsky.social,-0.0271,1,neutral
maiopine.bsky.social,0.0814,2,positive
maj0rmattmas0n.bsky.social,0.2732,1,positive
majdefcon1.bsky.social,-0.25,1,negative
majorityunsilenced.bsky.social,0.0,1,neutral
makaleka.bsky.social,0.0,1,neutral
makanaboy.bsky.social,0.34,1,positive
makawa75.bsky.social,0.0,2,neutral
makeamericasane.bsky.social,0.0,1,neutral
makehats.bsky.social,0.0,1,neutral
makingbetterworld.bsky.social,0.4482,1,positive
maks23.bsky.social,0.0,2,neutral
malachy5.bsky.social,0.2023,1,positive
malachydiscontent.bsky.social,0.4939,1,positive
malaclypse.bsky.social,-0.1531,1,negative
malafect.bsky.social,0.4926,1,positive
malcontentnews.bsky.social,0.4767,1,positive
maldenrosselle.bsky.social,0.128,1,positive
malena.bsky.social,0.1915,1,positive
malevolentappendix.bsky.social,-0.36345,2,neutral
malidala.bsky.social,-0.05853333333333335,3,neutral
malinois4me.bsky.social,0.128,1,positive
malipdx.bsky.social,0.1816,2,negative
mallah-sg.bsky.social,0.0,1,neutral
malonespeaking.bsky.social,-0.1698666666666667,3,neutral
malt-dismay.bsky.social,0.0,1,neutral
mamadonnae.bsky.social,0.139075,4,positive
mamahipster.bsky.social,0.0,1,neutral
mamaltp.bsky.social,0.5106,1,positive
mamamouse.bsky.social,0.0,1,neutral
mampdx.bsky.social,0.0,1,neutral
manarkin.bsky.social,0.6124,1,positive
manatr0n.bsky.social,0.0,1,neutral
mancjules.bsky.social,-0.4767,1,negative
mandchoue1984.bsky.social,-0.4767,1,negative
mandianne.bsky.social,-0.5423,1,negative
mandyh59.bsky.social,0.0,1,neutral
mandysmom.bsky.social,0.3612,1,positive
mangobee.bsky.social,-0.891,1,negative
manita41176347.bsky.social,0.0,1,neutral
manitoban.bsky.social,0.0,1,neutral
mannycat.bsky.social,-0.2133,8,neutral
manuel-royal.bsky.social,-0.6369,1,negative
mapleleafsfan.bsky.social,0.3478,2,positive
mapperwocky.bsky.social,0.1984,1,positive
maquisard15.bsky.social,-0.8625,1,negative
maramotto.bsky.social,0.0,1,neutral
marbleliberal.bsky.social,-0.167625,4,neutral
marcellacreates.bsky.social,0.1027,1,positive
marcellograz.bsky.social,0.0,1,neutral
march54.bsky.social,-0.5083599999999999,5,negative
marchie57.bsky.social,0.0258,1,neutral
marciwatson.bsky.social,0.26415,2,neutral
marcosantana.bsky.social,-0.316925,4,neutral
marcosortiz69.bsky.social,-0.3802,1,negative
marcsobel.bsky.social,-0.0572,1,negative
marcuskelson.bsky.social,0.0,1,neutral
marcusnannini.bsky.social,0.2263,1,positive
marcveld.bsky.social,-0.22719166666666665,12,negative
marcwithamouth.com,0.8176,1,positive
mardilink.bsky.social,0.3182,1,positive
maread.bsky.social,-0.7829,1,negative
margaretdumont.bsky.social,0.1316,1,positive
margotjdc.bsky.social,0.0,1,neutral
margotsibley25.bsky.social,-0.2576,6,negative
marguerite00.bsky.social,-0.8057,1,negative
mari-19.bsky.social,-0.6751,2,negative
mariaaragon64.bsky.social,0.6124,1,positive
mariablack.bsky.social,-0.271,12,negative
mariabustillos.com,-0.3612,1,negative
mariafartaroma.bsky.social,-0.6908,1,negative
mariahbrown.bsky.social,0.0,1,neutral
marian719.bsky.social,-0.7269,1,negative
marianbrez.bsky.social,-0.5106,1,negative
marianherra.bsky.social,0.0,1,neutral
mariasale8.bsky.social,-0.631,1,negative
maribean.bsky.social,0.7944,1,positive
marie290.bsky.social,-0.6303333333333333,3,negative
marie48021.bsky.social,0.3182,1,positive
marielza.bsky.social,-0.296,1,negative
mariemoinet.bsky.social,-0.6967,1,negative
marifromky.bsky.social,0.0,1,neutral
marilynjs.bsky.social,0.0,1,neutral
marina2025.bsky.social,0.0,1,neutral
mariodennis.bsky.social,0.1027,1,positive
marisayswah.bsky.social,-0.09625000000000003,2,positive
marjeec.bsky.social,0.0,1,neutral
mark-dingman.bsky.social,0.0,1,neutral
mark-steven.bsky.social,0.0,1,neutral
mark-ungrin.bsky.social,-0.10708,15,negative
mark5221.bsky.social,-0.7096,1,negative
markbjorge.bsky.social,-0.4588,1,negative
markbrazill.bsky.social,0.0,1,neutral
markdavis-md6.bsky.social,-0.7611,1,negative
markelindsay.bsky.social,0.0,1,neutral
markfsu.bsky.social,-0.943,1,negative
markg56.bsky.social,-0.0516,1,negative
markgaybakes.bsky.social,0.4189,2,neutral
markgerardmckee.bsky.social,0.2911,1,positive
markiemodel.bsky.social,0.8176,1,positive
markjacob.bsky.social,-0.2263,1,negative
marklaporta.bsky.social,0.5904,1,positive
markosilberhand.bsky.social,-0.49135,2,negative
marksfca.bsky.social,0.5423,1,positive
marksmithresister.bsky.social,0.0,1,neutral
marksrq1971.bsky.social,0.0,1,neutral
markusenofan.bsky.social,0.6908,1,positive
markuskuehbacher.bsky.social,-0.2255,2,negative
marnier.bsky.social,0.8442,1,positive
maroonphoenix.bsky.social,0.092475,4,neutral
marquitaherald.bsky.social,0.6605,1,positive
marsbennett646.bsky.social,0.7937,1,positive
marsbrown71.bsky.social,0.0,1,neutral
marsha.bsky.social,-0.3818,1,negative
marsrover.bsky.social,0.0,1,neutral
marthaier.bsky.social,0.7143,1,positive
martijnvisser.bsky.social,0.0,1,neutral
martilives.bsky.social,0.0,1,neutral
martinbare.bsky.social,-0.4003,1,negative
martingauvreau1.bsky.social,-0.3535,1,negative
martinkoenigsberg.bsky.social,0.0,1,neutral
martinmckee.bsky.social,-0.0525,1,negative
martinpub.bsky.social,-0.1027,1,negative
martinput.bsky.social,0.16236666666666666,3,positive
marty10.bsky.social,0.19216666666666668,6,positive
martye.bsky.social,0.7108,1,positive
martyg1991.bsky.social,-0.4404,1,negative
martylemert.bsky.social,0.0,1,neutral
martyrye62.bsky.social,-0.36345,2,neutral
maru9999.bsky.social,-0.07875714285714285,7,negative
marushka-t.bsky.social,-0.4767,1,negative
marvinogravel.bsky.social,-0.8555,1,negative
marvinrando.bsky.social,0.0,2,neutral
marvintheandriod.bsky.social,0.0,1,neutral
marvls1.bsky.social,0.4184,1,positive
marwoodwithnail.bsky.social,0.2732,1,positive
mary-quitecontrary.bsky.social,0.7269,1,positive
maryangelafitz.bsky.social,-0.8036,1,negative
maryannak.bsky.social,0.3197,1,positive
marycrainne24.bsky.social,-0.8316,1,negative
maryh58.bsky.social,-0.34,1,negative
marylou-ber.bsky.social,-0.7772,1,negative
marymacdougall.bsky.social,0.403,3,positive
marythetrainer.bsky.social,-0.7778,1,negative
marytomallen.bsky.social,0.5983,1,positive
maryv409.bsky.social,-0.2732,2,positive
masaenfurecida.bsky.social,0.0,1,neutral
mashfanficchick.bsky.social,0.08545000000000003,2,positive
masochist666.bsky.social,0.0,1,neutral
massdisillusion.bsky.social,0.36705,2,positive
massyankee.bsky.social,0.0,1,neutral
matchatea420.bsky.social,-0.6908,1,negative
mateohh.bsky.social,0.0,1,neutral
materialculture.bsky.social,-0.1779,1,negative
mathiastck.bsky.social,0.4588,1,positive
matsniffo.bsky.social,0.7279,1,positive
matt-lab-wreck.bsky.social,0.47550000000000003,2,positive
mattchamberlain42.bsky.social,0.7845,1,positive
mattgill.me,-0.4903,2,negative
matthew2411.bsky.social,0.5562,1,positive
matthewbudman.bsky.social,0.0,1,neutral
matthewjohnson.bsky.social,-0.21436666666666668,3,negative
matthewmatthew.bsky.social,0.04346666666666665,3,positive
matthewtriponey.bsky.social,-0.4215,1,negative
matti.aleve.me,-0.5994,1,negative
mattjohnson.bsky.social,0.6249,1,positive
mattkoz.bsky.social,0.0,1,neutral
mattmetcalf.bsky.social,0.0,1,neutral
mattrified.bsky.social,0.0,1,neutral
mattstevens.bsky.social,-0.5859,1,negative
matyd.bsky.social,-0.1316,1,negative
maudewallace.bsky.social,0.4019,1,positive
maudhd.bsky.social,0.0,1,neutral
mausingen.bsky.social,-0.7184,1,negative
mavisgl.bsky.social,0.3612,1,positive
mavislee.bsky.social,0.8772,1,positive
maxellxlii.bsky.social,-0.4003,1,negative
maxietheohtaku.bsky.social,-0.177,1,negative
maximusjohnson.bsky.social,-0.4767,1,negative
maxkriegervg.bsky.social,0.18451666666666666,6,neutral
maxmax.bsky.social,0.0,1,neutral
maxp94.bsky.social,0.0,2,neutral
maxpapillon.bsky.social,0.1742,1,positive
maxwellshabbsby.bsky.social,0.0,1,neutral
maybeday.bsky.social,0.0,1,neutral
mayfairlady.bsky.social,-0.4767,1,negative
maynardgkrebs.bsky.social,-0.296,1,negative
mazakeen.bsky.social,0.5824,1,positive
mb77921.bsky.social,0.0,1,neutral
mbanon38.bsky.social,-0.7845,1,negative
mbcampbell360.bsky.social,0.7264,1,positive
mbdeitz.bsky.social,0.3182,1,positive
mbkplus.bsky.social,0.28555,2,positive
mbonner.bsky.social,0.6908,1,positive
mcatherinel.bsky.social,0.68,1,positive
mcbiohazard.bsky.social,0.9457,1,positive
mcbridetd.bsky.social,-0.033716666666666666,6,neutral
mcenkidu.bsky.social,0.6635,2,positive
mcgheerl.bsky.social,-0.7717,1,negative
mck123.bsky.social,0.3612,1,positive
mcnutcase.bsky.social,-0.3412,1,negative
mcpixelchick.bsky.social,0.0,1,neutral
mcsweeney.bsky.social,-0.1877,1,negative
mdcmartinus.bsky.social,0.4019,2,positive
mdfarmer.bsky.social,-0.7964,1,negative
mdibo324.bsky.social,0.75005,2,positive
mdicey.bsky.social,0.0,1,neutral
mdjohns5.bsky.social,-0.5574,1,negative
mdmeyer718.bsky.social,-0.3182,1,negative
mdon114.bsky.social,0.3182,1,positive
mdouglaswray.bsky.social,-0.9016,1,negative
mdwallach.bsky.social,0.5719,1,positive
meanderingwa.bsky.social,0.0,1,neutral
meatmechsuit.bsky.social,0.4019,1,positive
mecha-sheep.bsky.social,-0.010599999999999998,2,negative
med84.bsky.social,0.0,1,neutral
mediabusters6.bsky.social,0.4776,1,positive
medickimw.bsky.social,0.0,1,neutral
meepmeepboxer.bsky.social,-0.7712,1,negative
meertext.bsky.social,-0.0516,1,negative
meg1955.bsky.social,-0.6908,1,negative
megajimmy.bsky.social,-0.4939,1,negative
megalu.bsky.social,0.8244,1,positive
meghannpie.bsky.social,0.2401,1,positive
megnumbers.bsky.social,0.2023,1,positive
megueyb.bsky.social,0.4389,1,positive
meidastouch.com,-0.005950000000000011,4,positive
melba75.bsky.social,-0.5719,1,negative
melhathnofury.bsky.social,0.23576666666666668,3,neutral
melisa23.bsky.social,-0.27115,2,negative
melissaf.bsky.social,0.0,2,neutral
melissajohns.bsky.social,0.0,1,neutral
melissas.bsky.social,0.0,1,neutral
melissawoodruff.bsky.social,-0.4588,1,negative
mellowspirit.bsky.social,0.8271,1,positive
mellziland.bsky.social,0.12924999999999998,2,positive
melodyleelacy.bsky.social,0.56355,2,positive
melodyschreiber.com,0.04184642857142856,28,positive
melodyvonhawk.bsky.social,-0.6249,1,negative
melora72.bsky.social,0.03325,2,negative
melsrn.bsky.social,0.8594,1,positive
melthemartian.bsky.social,-0.1786,1,negative
meme-ifesto.bsky.social,0.6956,1,positive
memnetpurrpic.bsky.social,0.0,1,neutral
memphisbelle1114.bsky.social,0.1383,2,neutral
memphismary.bsky.social,0.0644,1,positive
mendaciumpugnator.bsky.social,-0.25,1,negative
meng54.bsky.social,0.4019,1,positive
meowchacho.bsky.social,-0.6705,1,negative
meowingtonight.bsky.social,0.638,1,positive
mequantum.bsky.social,0.0,1,neutral
mercime.bsky.social,0.0,1,neutral
mercoglianos.bsky.social,-0.2287,2,neutral
mercurialme.bsky.social,0.7351,1,positive
meribel123.bsky.social,0.7809,1,positive
mern.bsky.social,0.0,1,neutral
merseysippi.bsky.social,0.044475,4,neutral
merusheel.bsky.social,0.7177,1,positive
metabeth.bsky.social,-0.274,1,negative
metagross376.bsky.social,-0.6597,1,negative
metaphysician.bsky.social,-0.8271,1,negative
metavulture.com,0.7654,1,positive
methowgal.bsky.social,0.0,1,neutral
metisse.bsky.social,0.06379999999999997,4,negative
metoxil.bsky.social,0.0258,1,neutral
metta4u2.bsky.social,-0.34769999999999995,3,negative
mewhoisi.bsky.social,0.6597,1,positive
mfairma.bsky.social,-0.9093,1,negative
mfbrodie.bsky.social,-0.6705,1,negative
mfelps.bsky.social,0.0,1,neutral
mfeustle.bsky.social,0.0,1,neutral
mfgang.bsky.social,0.0,1,neutral
mfrederickm.bsky.social,0.0772,1,positive
mfriedmannola.bsky.social,-0.5574,1,negative
