author,meanCompound,postCount,majorityLabel
franken-pattern.bsky.social,-0.11116000000000001,10,negative
frankensteinjr.bsky.social,-0.8011,1,negative
frankfigliuzzi.bsky.social,-0.09933333333333333,3,positive
frankfrankson.bsky.social,0.0,1,neutral
franklee246.bsky.social,0.4627,1,positive
franklinpartyus.bsky.social,-0.7909,1,negative
franknstyne.bsky.social,-0.7717,1,negative
frankohh.bsky.social,-0.1683666666666667,3,negative
frankrossetti.bsky.social,0.0,1,neutral
frankusz.bsky.social,0.786,1,positive
frankwalker.bsky.social,0.6249,1,positive
frankypouh.bsky.social,0.0,1,neutral
frannie.bsky.social,0.0,1,neutral
frannybananny.bsky.social,0.0,1,neutral
franzanth.bsky.social,0.7845,1,positive
fraschbi.bsky.social,0.802,1,positive
fraut.eurosky.social,-0.296,1,negative
fraziberry.bsky.social,0.1366,2,neutral
fredems13.bsky.social,-0.4329,1,negative
fredslane.bsky.social,0.0,1,neutral
freecialis.bsky.social,0.3612,1,positive
freedariviera.bsky.social,0.0,1,neutral
freedom-defender.bsky.social,-0.28945,2,negative
freedom2b.cryptoanarchy.network,-0.02832499999999999,4,neutral
freedombread.bsky.social,0.0,1,neutral
freedomsurfer.bsky.social,0.4031,2,positive
freerangemink.bsky.social,0.0,1,neutral
freestatecolorado.bsky.social,0.6455500000000001,2,positive
frenchie-66.bsky.social,-0.3182,1,negative
frenemyofthepeople.bsky.social,-0.4588,1,negative
freon434.bsky.social,-0.6523,1,negative
fresistl.bsky.social,0.6369,1,positive
friedbacon.bsky.social,0.6369,1,positive
friendlyinafoxhole.bsky.social,-0.1231,2,neutral
friendo-101.bsky.social,-0.412,2,negative
friesandersen.bsky.social,-0.505175,4,negative
frinkdude.bsky.social,-0.8299,1,negative
friskeywhisker.bsky.social,-0.58895,2,negative
friskiedgrrl.bsky.social,-0.8316,1,negative
frogprof.bsky.social,0.7417,1,positive
frogsintrees.bsky.social,0.25,1,positive
fromquahog.com,0.7745,1,positive
fromsouthchicago.bsky.social,-0.7699499999999999,2,negative
frothythesquirrel.bsky.social,0.1779,1,positive
fruitbat1111.bsky.social,0.0,1,neutral
frwildflowers.bsky.social,0.0,1,neutral
fry69.dev,0.565,1,positive
fstuart.bsky.social,0.0,1,neutral
ftdiego619.bsky.social,0.0,3,neutral
ftwaygal.bsky.social,-0.2491,1,negative
ftwdiana.bsky.social,0.098175,4,positive
fubarspeaks.bsky.social,-0.16709999999999997,2,negative
fuffilicious.bsky.social,0.4435,1,positive
fulelo.bsky.social,-0.4215,1,negative
fumagas.bsky.social,-0.4767,1,negative
funglethegnole.bsky.social,-0.8718,1,negative
funmandave.bsky.social,0.3182,1,positive
funny-username1.bsky.social,-0.4215,1,negative
funnysnarkyjoke.bsky.social,0.0,1,neutral
funranium.bsky.social,0.25261666666666666,6,positive
furnesscolin.bsky.social,-0.08805,2,neutral
furryninja.bsky.social,0.13396666666666665,3,neutral
furtivephilologist.bsky.social,-0.8807,1,negative
futurestand.bsky.social,0.39089999999999997,2,positive
fuwatheiberianlynx.bsky.social,0.34,1,positive
fuzzypissykitty.bsky.social,0.4939,1,positive
fvehafric.bsky.social,0.0,1,neutral
fwordleproblems.bsky.social,-0.8074,1,negative
fymmit.bsky.social,0.2023,1,positive
g--0.bsky.social,0.2406,3,positive
g0ldis0dd.bsky.social,-0.6486,1,negative
g85742.bsky.social,0.4404,1,positive
g8erlaw68.bsky.social,-0.3241,1,negative
gaaaaaaaaaaaaavin.bsky.social,0.0,1,neutral
gabbklein.myatproto.social,0.1511,1,positive
gabbysviews.bsky.social,-0.148,2,negative
gabestur.bsky.social,-0.6597,1,negative
gabfeld.bsky.social,-0.5859,1,negative
gabituto.bsky.social,0.32996,5,positive
gabrielgambino.bsky.social,0.4019,1,positive
gabriellehecht.bsky.social,-0.27213333333333334,12,negative
gaean.bsky.social,0.0,1,neutral
gaga-gigi.bsky.social,0.4019,1,positive
gahdm.bsky.social,0.0,1,neutral
gailofficial.bsky.social,-0.5423,1,negative
gailtheal.bsky.social,-0.8655,1,negative
gainesm.bsky.social,0.07680000000000001,2,positive
gaj0724.bsky.social,0.0,1,neutral
gaknar.bsky.social,0.0,1,neutral
galactictiger.bsky.social,-0.82795,2,negative
galarianguy.bsky.social,0.2023,1,positive
galaxydreams70.bsky.social,0.7246,1,positive
galbinuscaeli.bsky.social,-0.575,1,negative
galdireonai.bsky.social,-0.5719,1,negative
galencolwell.bsky.social,0.25,1,positive
galenker.bsky.social,0.0,1,neutral
gallaethamatt.bsky.social,-0.38275000000000003,2,negative
gamercat365.bsky.social,0.0,1,neutral
gaminggal63.bsky.social,-0.7906,1,negative
gammamadonna.bsky.social,-0.4019,1,negative
gamongold.bsky.social,0.0762,1,positive
gamutfeathers.bsky.social,0.7955,1,positive
gander22h.bsky.social,-0.31465,2,negative
gardenia2112.bsky.social,0.27795000000000003,4,positive
garethspenn.bsky.social,0.3612,1,positive
garfieldsghost.bsky.social,0.0,1,neutral
garlaxweaselking.bsky.social,0.4019,1,positive
garpswelt.bsky.social,-0.802,1,negative
garpu.bsky.social,0.0,1,neutral
garretthide319.bsky.social,-0.6209,1,negative
garry1369.bsky.social,-0.5574,1,negative
garthoid.bsky.social,0.0,1,neutral
garwoodmurray.bsky.social,-0.4767,1,negative
garyhageman.bsky.social,0.0,1,neutral
garyselva.bsky.social,-0.6969,1,negative
garza29.bsky.social,-0.21413333333333337,3,negative
gasp-sending-crow.bsky.social,-0.4939,1,negative
gaspingenemyofgod.bsky.social,-0.29311666666666664,6,negative
gasten.bsky.social,-0.1531,1,negative
gastropoda.bsky.social,0.0,2,neutral
gasugasu1984.bsky.social,0.268525,4,positive
gatekeeperken.bsky.social,0.0,1,neutral
gato918.bsky.social,-0.3802,1,negative
gatorstooth.bsky.social,-0.48865000000000003,2,negative
gavinmit.bsky.social,0.0,1,neutral
gavinyamey.bsky.social,0.12379411764705883,17,positive
gayal.bsky.social,0.007500000000000007,2,negative
gayerthanthou.bsky.social,0.17,2,positive
gayfabfourfan.bsky.social,0.060200000000000004,6,neutral
gayleharris.bsky.social,-0.6606,1,negative
gaylekate.bsky.social,-0.6534,2,negative
gaymercam.bsky.social,0.7867,1,positive
gaymerherb.bsky.social,0.2732,1,positive
gayratpunk.bsky.social,0.244,3,positive
gaystation64.bsky.social,0.5051,1,positive
gaz254.bsky.social,0.3182,1,positive
gazz1815.bsky.social,0.0,1,neutral
gbombdiggity.bsky.social,0.0,1,neutral
gbooster291.bsky.social,0.3612,1,positive
gbosslet.bsky.social,0.7046,1,positive
gcm5.bsky.social,0.6249,1,positive
gdalander.bsky.social,-0.34,1,negative
gdaltonbentley.bsky.social,0.49770000000000003,3,positive
gdgollymsmolly.bsky.social,-0.9118,1,negative
geauxgabrielle.blacksky.app,-0.2577,1,negative
gebhardm.eurosky.social,0.4404,1,positive
gedankenzwerg.bsky.social,0.0,1,neutral
geeoflac.bsky.social,-0.03409999999999999,2,positive
geezwillthiswork.bsky.social,-0.7184,1,negative
geigdiham.bsky.social,-0.0387,1,neutral
gelada413.bsky.social,0.3612,1,positive
gemandmoll.bsky.social,0.3382,1,positive
genderroombuilder.bsky.social,0.2732,1,positive
gene47.bsky.social,-0.7003,1,negative
genejenkinson.bsky.social,0.0,1,neutral
generalcatana.bsky.social,-0.8271,1,negative
generally-jenny.bsky.social,-0.4404,1,negative
generalobject.bsky.social,-0.3612,1,negative
genericusername002.bsky.social,-0.3387,1,negative
generowzee.bsky.social,-0.8381,1,negative
genjibear.bsky.social,0.093275,4,positive
genpoe.bsky.social,0.10135,2,positive
gentlemanlydrinker.bsky.social,-0.1431,1,negative
gentlepoet.bsky.social,-0.10115,2,negative
gentlewomanfarmer.bsky.social,-0.0516,1,negative
genxjennifer.bsky.social,0.34635,4,positive
geo1860.bsky.social,-0.811,1,negative
geoffcasavant.bsky.social,0.0,1,neutral
geoffypjohnston.bsky.social,0.022266666666666674,3,positive
geographile.bsky.social,0.07984999999999999,2,negative
geonz.bsky.social,0.0,1,neutral
geopolitical06.bsky.social,0.3859,2,positive
geordieyakka.bsky.social,-0.4003,1,negative
george82much.bsky.social,-0.8934,1,negative
georgejk720.bsky.social,-0.3578,1,negative
georgesmith.bsky.social,0.3111,2,neutral
georgiajess.bsky.social,0.0258,1,neutral
georgiasmum.bsky.social,-0.7003,1,negative
georgiegeeez.bsky.social,-0.148,2,negative
geostomp.bsky.social,-0.2732,1,negative
geoworldpolitical.bsky.social,-0.4019,1,negative
geraldinepiche.bsky.social,0.0772,1,positive
germ3.bsky.social,-0.8718,1,negative
germancucumber1.bsky.social,0.41936666666666667,3,positive
germsandnumbers.bsky.social,0.0,1,neutral
gertrude1907.bsky.social,0.0,1,neutral
geste.bsky.social,0.0,1,neutral
gettinggophery.bsky.social,-0.0516,1,negative
ggard4.bsky.social,-0.34030000000000005,2,negative
ggl25.bsky.social,0.6249,1,positive
ggmagic.bsky.social,0.0,1,neutral
ggobertx.bsky.social,-0.68735,2,negative
ggowe.bsky.social,0.4404,1,positive
ghaffarisafari.bsky.social,-0.8271,1,negative
ghallison1.bsky.social,0.1124,1,positive
ghermy.bsky.social,-0.5423,1,negative
ghost-crab.bsky.social,0.4168,1,positive
ghosthardware05.bsky.social,0.0,1,neutral
ghostofdiscontent.bsky.social,-0.5267,1,negative
ghostofstubarnes.bsky.social,0.3182,1,positive
ghostoftwitter.bsky.social,0.1073,2,positive
giakson.bsky.social,0.6124,1,positive
giallo360.bsky.social,0.0,1,neutral
gibbensauthor.bsky.social,-0.9153,1,negative
gibsonia.bsky.social,-0.10233333333333333,3,neutral
gideon999.bsky.social,-0.296,1,negative
gidgetwidget.bsky.social,0.0,1,neutral
gifella.bsky.social,0.0,1,neutral
gigibones.bsky.social,-0.7579,1,negative
gilfer.bsky.social,0.0,1,neutral
gilles41.bsky.social,0.0,1,neutral
gillianbrockell.com,-0.4133,4,negative
gilliesracer.bsky.social,-0.010799999999999995,3,negative
gilmored85.bsky.social,0.3381,3,positive
gilroygirl18.bsky.social,0.0,1,neutral
ginalolajupiter.bsky.social,0.0,1,neutral
ginamyhill-jones.bsky.social,-0.47130000000000005,2,negative
ginaruiz.bsky.social,0.0,1,neutral
gingerandjacky.bsky.social,0.6467,1,positive
gingerhowell.bsky.social,0.296,1,positive
ginjones.bsky.social,0.3612,1,positive
ginny2233.bsky.social,0.2732,1,positive
ginnyhogan.bsky.social,0.2833,1,positive
giolovesyou.bsky.social,-0.22365,2,negative
gipper2020.bsky.social,-0.128,1,negative
giraffey.bsky.social,0.4404,1,positive
girlsreallyrule.bsky.social,0.0258,1,neutral
giselefd.bsky.social,-0.561,1,negative
giuli.revolutionarygames.co,0.0,1,neutral
givemeathylacine.bsky.social,-0.9451,1,negative
givemesanity.bsky.social,0.9231,1,positive
givemespacetravel.bsky.social,-0.10609999999999997,2,positive
giziti.bsky.social,0.0,1,neutral
gizmodo.com,-0.20025,2,negative
gizmoz.bsky.social,0.2104,2,positive
gizzi-m.bsky.social,-0.5859,1,negative
gjahn.bsky.social,0.3612,1,positive
gjk1970.bsky.social,0.2364,2,neutral
gleebix.bsky.social,0.296,1,positive
glenni.bsky.social,0.0767,1,positive
glitchwing.bsky.social,0.6249,1,positive
globalcatastrophe.bsky.social,0.0,2,neutral
globalnews.ca,-0.33525,2,negative
glooface.bsky.social,0.0,1,neutral
gloriousruby.bsky.social,0.0,1,neutral
glorydayzzz.bsky.social,-0.2263,1,negative
glostermeteor.bsky.social,-0.447,1,negative
gmakp.bsky.social,0.0,1,neutral
gmik69bsky.bsky.social,0.34,1,positive
gmny22.bsky.social,0.5053,1,positive
gms91201.bsky.social,0.25,1,positive
gnomeledy2.bsky.social,0.013566666666666652,3,positive
gnomepickles.bsky.social,-0.918,1,negative
go-dems01.bsky.social,0.0258,1,neutral
go-ezier-and-enjoy.bsky.social,0.5656,1,positive
goatburgler.bsky.social,-0.5574,1,negative
goatest.bsky.social,-0.8765,1,negative
goatsgotohell.bsky.social,0.296,1,positive
godhammer6.bsky.social,-0.7717,1,negative
godhatesyeast.bsky.social,-0.3438,2,negative
godofchunder.bsky.social,-0.296,1,negative
godsrebel.bsky.social,0.0,1,neutral
gogopoet.bsky.social,0.0,1,neutral
gogs-48.bsky.social,-0.128,1,negative
gojigoodra.bsky.social,0.0,1,neutral
gojira1000.bsky.social,0.0,1,neutral
gojira65.bsky.social,-0.33185000000000003,2,negative
gokp.bsky.social,-0.6428,1,negative
goldcountryrich.bsky.social,0.6239,1,positive
goldie1968.bsky.social,-0.295375,4,negative
golikehellmachine.com,0.4939,1,positive
goneril1968.bsky.social,-0.5204,1,negative
gontry.bsky.social,-0.034,1,neutral
gonzaegonza91.bsky.social,0.4191,1,positive
gonzonj.bsky.social,0.0,1,neutral
goodgeorge.bsky.social,0.5994,1,positive
goodonepapa.bsky.social,-0.296,1,negative
goodstephen.bsky.social,0.0,1,neutral
goodtroublebrigade.bsky.social,-0.8349,1,negative
goodwitchglinda.bsky.social,-0.258,5,negative
goonda13.bsky.social,0.3182,1,positive
goonlighting.bsky.social,0.0,1,neutral
goosebiscuits.bsky.social,0.08261999999999999,5,neutral
goosethegander.bsky.social,-0.2732,1,negative
gopickles.bsky.social,-0.4019,1,negative
gopiscomplicit.bsky.social,0.12747142857142857,7,neutral
gordon-eldest.bsky.social,-0.4939,1,negative
gordy-m.bsky.social,0.9082,1,positive
gorhetti.bsky.social,-0.3595,1,negative
goroanoke.bsky.social,-0.30793333333333334,6,negative
gorubenruben.bsky.social,0.0,1,neutral
gossage.bsky.social,-0.5719,1,negative
gotaklew.bsky.social,-0.8553,1,negative
gothamist.com,-0.2418,4,negative
gothicr0se.bsky.social,0.5959,1,positive
gp2k.tikimail.org,-0.1868,2,negative
gpac.bsky.social,0.0,1,neutral
gpadini.bsky.social,0.1027,1,positive
gpike.bsky.social,0.0,1,neutral
gpthacker.bsky.social,0.3182,1,positive
gr8fuldad.bsky.social,0.25,1,positive
grace55.bsky.social,-0.8934,1,negative
graceelf.bsky.social,0.9623,1,positive
gracegeorge23.bsky.social,0.4812,1,positive
graciesbiatch.bsky.social,-0.7003,1,negative
grahamiancummins.bsky.social,-0.13085,2,negative
grameee5.bsky.social,-0.7762,1,negative
grammy1947.bsky.social,-0.32712,5,negative
grammymae.bsky.social,-0.47204999999999997,4,negative
grammymoore.bsky.social,0.0,1,neutral
gramophoneman.bsky.social,0.0,1,neutral
grampasso.bsky.social,0.031549999999999995,4,positive
grandmamalama.bsky.social,-0.36944,5,negative
grandmaonion.bsky.social,0.7783,1,positive
grandpa9.bsky.social,0.6705,1,positive
grandpadavid.bsky.social,0.7003,1,positive
grannyoffhermeds.bsky.social,0.38585,2,positive
grannyzee.bsky.social,-0.7501,1,negative
granogranograno.bsky.social,-0.3612,1,negative
grant2c.bsky.social,0.0,1,neutral
grantsodiosa.bsky.social,0.1618,2,negative
grantwtrent.bsky.social,-0.0772,1,negative
granuailynn.bsky.social,0.09665000000000001,2,positive
grateful-1.bsky.social,0.56245,2,positive
gravekeepr.com,-0.836,1,negative
gravelinfluencer.bsky.social,0.09925,6,positive
graver0byn.bsky.social,0.43035,2,positive
gravygoat.bsky.social,0.812,1,positive
graybitch.bsky.social,0.032325000000000007,4,positive
grbefc.bsky.social,0.5562,1,positive
greatedstrombolli.bsky.social,-0.41325,2,negative
greathands4you.bsky.social,0.3612,1,positive
greavesoflass.bsky.social,0.0,1,neutral
grecianern.bsky.social,0.72745,2,positive
green496.bsky.social,0.19032857142857143,7,positive
greenmamalama.bsky.social,0.0,1,neutral
greensagainstcovid.bsky.social,0.1263,1,positive
greenstraw2026.bsky.social,0.30396666666666666,3,positive
greentrees.bsky.social,-0.2805,1,negative
greg60.bsky.social,-0.18193333333333336,3,negative
gregbester.bsky.social,0.0,1,neutral
gregbpool.bsky.social,-0.1027,1,negative
gregdreishmire.bsky.social,0.0,2,neutral
gregfolkers.bsky.social,0.0,3,neutral
gregfromsask.bsky.social,-0.4019,2,negative
greggjlevine.bsky.social,0.0667,9,positive
gregory-c-leavitt.bsky.social,-0.2732,1,negative
gregoryaight.bsky.social,0.4404,1,positive
gregrichardsnyc.bsky.social,0.0,1,neutral
gregsanderson.bsky.social,-0.1531,1,negative
griffsy.bsky.social,0.6329,3,positive
grillnatty.bsky.social,0.0,1,neutral
grimmrad.bsky.social,0.19096666666666665,3,positive
gringlegrif.com,-0.0258,1,neutral
grngma.bsky.social,0.3612,1,positive
groboudo.bsky.social,-0.3818,1,negative
groda.eu,0.0,1,neutral
grolaw-me.bsky.social,0.14853333333333332,6,neutral
grooveholmes.bsky.social,0.08086666666666666,3,neutral
grosdoriane.bsky.social,0.733,1,positive
grouchyladybug.bsky.social,0.0,1,neutral
growbagman.bsky.social,0.4588,1,positive
growdandelions.bsky.social,0.0,1,neutral
grrrz.bsky.social,0.0,1,neutral
grsmn.bsky.social,0.0,1,neutral
grudgingcloud.bsky.social,0.4019,1,positive
grumpinuts.bsky.social,-0.3612,1,negative
grumpy-bloke.bsky.social,0.5574,1,positive
grumpydoc19.bsky.social,0.0,1,neutral
grumpygrandpa58.bsky.social,-0.0772,1,negative
grumpyoldscientist.bsky.social,-0.5828,1,negative
grumpysue.bsky.social,-0.14075,2,negative
gruntmusic.bsky.social,0.0,1,neutral
gsjphd.bsky.social,0.678,1,positive
gskh1237.bsky.social,0.7269,1,positive
gthanku.bsky.social,-0.128,1,negative
gtjr.bsky.social,0.6124,1,positive
guardian-uk-rss.bsky.social,0.0,1,neutral
guardianofforever.bsky.social,-0.09505,2,negative
guay.bsky.social,0.0,1,neutral
guboya.bsky.social,-0.4001333333333333,3,negative
guccibedpan.bsky.social,-0.533,1,negative
gudmundursteinar.bsky.social,0.1806,2,neutral
guerillawomaning.bsky.social,0.25,1,positive
guhsidung.bsky.social,0.7906,1,positive
guido-is-myname.bsky.social,0.0,1,neutral
guillermo63.bsky.social,0.0,1,neutral
guin30.eurosky.social,0.296,1,positive
guinesspig.bsky.social,-0.28402499999999997,4,negative
guisbeau.bsky.social,-0.1695,1,negative
guitarman66.bsky.social,0.8464,1,positive
guitarnut.bsky.social,0.1806,2,neutral
gull.us,0.05315,2,positive
gullerisback.bsky.social,-0.07327499999999998,4,negative
gundamcel.bsky.social,0.0,1,neutral
gundeloriginal.bsky.social,0.42464999999999997,2,positive
gunnargoldhair.bsky.social,-0.3818,1,negative
guns.bsky.social,0.4588,1,positive
guruvouxdoux.bsky.social,0.4215,1,positive
gussquawks.bsky.social,0.08736666666666666,3,positive
gustavo64.bsky.social,-0.7906,1,negative
guy-beaver61.bsky.social,0.0,1,neutral
guyell.bsky.social,0.7356,1,positive
guyfawkesright.bsky.social,0.33675,2,positive
guyfromthatthing.bsky.social,-0.4981,1,negative
guygoncalves.bsky.social,-0.3818,1,negative
gwenforr.bsky.social,0.0742,1,positive
gwm56.bsky.social,-0.2878,1,negative
gwpda.bsky.social,0.0386,2,positive
gwynplaine2024.bsky.social,-0.1027,1,negative
gypsysoul1968.bsky.social,0.0,1,neutral
h1ghc0ncept.bsky.social,0.0,1,neutral
h2022.bsky.social,-0.4215,1,negative
hachi19.bsky.social,0.0,1,neutral
hackkitten.bsky.social,-0.19660000000000002,2,negative
hacks4pancakes.com,-0.3385,3,negative
haemaker.hae.com,0.0,1,neutral
hairybusiness.bsky.social,0.2228,1,positive
hairydogproductions.com,0.148,2,neutral
hairyevolutionary.bsky.social,-0.46835,2,negative
haiyada1.bsky.social,0.0,1,neutral
hajma.bsky.social,0.0,1,neutral
hakukani.bsky.social,0.4404,1,positive
halfbit.bsky.social,0.0,1,neutral
halibut.bsky.social,-0.09,1,negative
halicon2k.bsky.social,0.0,1,neutral
halloalo.bsky.social,0.0,1,neutral
hamberder.bsky.social,-0.765,1,negative
hamiltonwaverly.bsky.social,0.0,1,neutral
hamkold.bsky.social,0.0,1,neutral
hammancheez.bsky.social,0.5267,1,positive
hammerth-1701.bsky.social,0.0,1,neutral
hamoudjihaj.bsky.social,0.42460000000000003,3,positive
hanadoki-fr.bsky.social,0.5076,1,positive
hanayanagi.kim,-0.31245,2,negative
hangrygannet.bsky.social,0.4215,1,positive
hankp.bsky.social,0.0258,1,neutral
hanksi-art.bsky.social,0.7125,1,positive
hannafate.bsky.social,0.0,1,neutral
hanners64n.bsky.social,0.3503,1,positive
hanssolo4love.bsky.social,0.0,1,neutral
hantaorion.bsky.social,-0.6597,1,negative
hapalochlaena.bsky.social,-0.296,1,negative
hapchem.bsky.social,0.0,2,neutral
hapm.bsky.social,-0.5106,1,negative
happy2001.bsky.social,-0.9393,1,negative
happyfox711.bsky.social,0.04400000000000001,2,negative
happyfunnysillydog.bsky.social,0.4847,1,positive
happymiser.bsky.social,-0.022925,4,neutral
hardciderblues.bsky.social,-0.5574,1,negative
hardcorefentonmudd.bsky.social,0.0,1,neutral
hardrock55.bsky.social,-0.6996,1,negative
hardywallbanger.bsky.social,0.0,1,neutral
harkerthanblack.bsky.social,0.2924,1,positive
harlanhaskins.com,0.2263,1,positive
harlequin97.bsky.social,-0.24889999999999998,2,negative
harlickjen.bsky.social,0.5436000000000001,2,positive
harmlesssolutions.bsky.social,0.0,1,neutral
haroldmillerhmcl.bsky.social,0.0,1,neutral
harperwinter.bsky.social,0.0,1,neutral
harrymaroudas.bsky.social,-0.296,1,negative
harryseaotter.art,0.1695,1,positive
hartmannreport.com,-0.25,1,negative
harvey-normal.bsky.social,0.6369,1,positive
