videoId,title,description,channelTitle,channelId,publishedAt,searchQuery,url,viewCount,likeCount,commentCount,commentsFetched
v6_kHpmKVpo,Canadian from hantavirus-hit cruise ship tests positive. #Hantavirus #Canada #MVHondius #BBCNews,,BBC News,UC16niRr50-MSBwiO3YDb3RA,2026-05-17T12:45:04Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=v6_kHpmKVpo,27254,359,59,33
wsuoyLmsXyE,LIVE | Cruise Ship Hondius Arrives In Rotterdam Following Deadly Hantavirus Outbreak | APT,Join this channel to get access to perks: https://www.youtube.com/channel/UCpLEtz3H0jSfEneSdf1YKnw/join The cruise ship ...,APT,UCpLEtz3H0jSfEneSdf1YKnw,2026-05-18T06:37:47Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=wsuoyLmsXyE,2066,21,0,0
76mNAdv6XcQ,Results return for hantavirus-hit cruise ship passengers | 9 News Australia,Six people stuck in a Perth quarantine centre have discovered whether they're infected with the deadly virus. | *Subscribe and ...,9 News Australia,UCIYLOcEUX6TbBo7HQVF2PKA,2026-05-17T10:14:52Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=76mNAdv6XcQ,8822,52,11,9
QcCr4lNRCN0,Lab tests confirm positive hantavirus case in B.C. cruise ship passenger,Federal officials confirmed Canada's first case of hantavirus linked to the outbreak on the MV Hondius cruise ship on Sunday.,CTV News,UCi7Zk9baY1tvdlgxIML8MXg,2026-05-17T17:25:59Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=QcCr4lNRCN0,7292,24,20,11
R4F4qmQLKUs,Hantavirus cruise ship | MV Hondius returns to the Netherlands for disinfection,Watch live from Rotterdam as MV Hondius - the vessel at the centre of a deadly hantavirus outbreak - returns for disinfection.,Sky News,UCoMdktPbSTixAyNGwb-UYkQ,2026-05-18T09:32:06Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=R4F4qmQLKUs,5497,28,3,2
b9wU89vqtOs,Canadian tests positive for hantavirus after returning from cruise ship: BC officials,"At a press conference on Saturday, B.C. health officials say one of four Canadians isolating after returning from the MV Hondius ...",Global News,UChLtXXpo4Ge1ReTEboVvTDg,2026-05-16T19:33:14Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=b9wU89vqtOs,26764,291,428,147
_qguRa1sLzE,Hantavirus Cruise Ship Arrives in Netherlands to Be Disinfected,The MV Hondius cruise ship at the center of the deadly hantavirus outbreak arrived in the Netherlands Monday where it will be ...,TODAY,UChDKyKQ59fYz3JO2fl0Z6sg,2026-05-18T12:21:46Z,hantavirus cruise ship news,https://www.youtube.com/watch?v=_qguRa1sLzE,321,7,0,0
5YQzp5p8zas,"Global health update: Hantavirus, Ebola",Authorities in Canada confirm that a Canadian citizen who was on the cruise ship has tested positive for hantavirus. Meanwhile ...,ABC News,UCBi2mrWuNuyYy4gbM6fU18Q,2026-05-18T02:45:00Z,hantavirus update,https://www.youtube.com/watch?v=5YQzp5p8zas,19897,257,172,85
xypDBTMPH8M,Hantavirus Update. Everyone take a breath. #hantavirus  #virus  #doctor #anxiety,,Dr. Dan: Pediatrician,UCFtg8oLDaOhDiBWZH4Qcoig,2026-05-15T21:25:22Z,hantavirus update,https://www.youtube.com/watch?v=xypDBTMPH8M,44059,544,87,36
QKZCjuIWMQI,Hantavirus Update 05/14/26: Good News for Americans?,Source- World Health Organization An American passenger evacuated from the MV Hondius cruise ship experienced a shift in his ...,Dr Sermed Mezher,UC2A6IJQ6AZaK_f_r24his6g,2026-05-14T18:47:51Z,hantavirus update,https://www.youtube.com/watch?v=QKZCjuIWMQI,258477,12038,527,250
Wzwf3phTHN0,Hantavirus UPDATE: Health Officials WARN Of Dangerous Variants,Hantavirus Spreading Faster Than Expected | Experts WORRIED Popular Video Content: US News: - http://bit.ly/USworldnews ...,Snyder Reports,UCGSS2mBuqH5MGDLP0Q5C7Kw,2026-05-15T15:00:49Z,hantavirus update,https://www.youtube.com/watch?v=Wzwf3phTHN0,39886,2202,627,422
FXPad9Q-6sQ,Cruise Ship Hantavirus Update: What You Need To Know,An unsettling health situation unfolds as health officials keep a close watch on dozens of individuals across the United States.,Mother Conservative,UCg9lLBG30YOBbZHmRtlRJdg,2026-05-15T16:17:23Z,hantavirus update,https://www.youtube.com/watch?v=FXPad9Q-6sQ,693,4,2,2
UMJJFnxPdZg,Why Experts Say Hantavirus Isn’t Like COVID,"An outbreak of hantavirus aboard the Dutch cruise ship MV Hondius has so far sickened eight people, killing three of them. Five of ...",TIME,UC8Su5vZCXWRag13H53zWVwA,2026-05-13T18:34:48Z,hantavirus update,https://www.youtube.com/watch?v=UMJJFnxPdZg,184806,3126,369,184
mydcMOgUiQM,Hantavirus update #virus #health #healthnews #news #breakingnews,,Natalie,UCPfMAU2lBRj086hLwNco76Q,2026-05-16T19:49:05Z,hantavirus update,https://www.youtube.com/watch?v=mydcMOgUiQM,1687,355,32,19
LQYpOZt7P7U,"Hantavirus outbreak update: Monday, May 11",Autumn Bracey shares the latest on the hantavirus outbreak linked to a cruise ship.,WCNC,UC-RxXi2Xws6Uk22vp-sLbGA,2026-05-11T15:04:10Z,hantavirus update,https://www.youtube.com/watch?v=LQYpOZt7P7U,283,7,0,0
yZTMkyq6fyY,What is hantavirus and how is it spread? | BBC News,"Three people have died after a suspected hantavirus outbreak on a cruise ship sailing in the Atlantic Ocean, according to the ...",BBC News,UC16niRr50-MSBwiO3YDb3RA,2026-05-05T17:01:16Z,hantavirus risk explained,https://www.youtube.com/watch?v=yZTMkyq6fyY,2085916,31205,6126,1063
3kke7qAGWFQ,How to Survive a Hantavirus,"http://www.ucsf.edu/news/2012/08/12648/hantavirus-be-careful-not-fearful UCSF's Charles Chiu, MD, PhD, discusses hantavirus, ...",UC San Francisco (UCSF),UCTFbirR7VEaj534FgNxKsaw,2012-08-30T16:39:16Z,hantavirus risk explained,https://www.youtube.com/watch?v=3kke7qAGWFQ,2985345,174177,54075,1251
lUGCswwHmls,Hantavirus risk,"Hantavirus MV Hondius, a cruise ship with 148 passengers Deaths, 3 Confirmed infections, 2 Suspected, 8 At least 29 ...",Dr. John Campbell,UCF9IOB2TExg3QIBupFtBDxg,2026-05-08T16:04:59Z,hantavirus risk explained,https://www.youtube.com/watch?v=lUGCswwHmls,1023334,55074,10255,1188
Npe9CPjVcA0,What you need to know about Hantavirus | BBC News,The outbreak of hantavirus on a cruise ship carrying passengers from across the world is a situation that authorities say they are ...,BBC News,UC16niRr50-MSBwiO3YDb3RA,2026-05-08T20:30:04Z,hantavirus risk explained,https://www.youtube.com/watch?v=Npe9CPjVcA0,160296,1858,604,318
X7QXCc6f1nk,"Hantavirus Pulmonary Syndrome Explained | Symptoms, Risks &amp; Prevention | Dr. Mandell",Hantavirus Pulmonary Syndrome (HPS) is a rare but potentially deadly viral infection that many people know very little about.,Body Revival MD,UCrGbfhjQ35Lh28zRGiNt5JQ,2026-05-16T21:03:51Z,hantavirus risk explained,https://www.youtube.com/watch?v=X7QXCc6f1nk,197,10,9,7
mFc5kylM8UM,"Hantavirus Pulmonary Syndrome Explained | Symptoms, Risks &amp; Prevention | Dr. William Li",Hantavirus is a rare but potentially deadly virus carried by rodents that can rapidly attack the lungs and cardiovascular system.,Bio Bites,UCGwwtTMwGssdqf9l_UtPFWQ,2026-05-15T23:55:13Z,hantavirus risk explained,https://www.youtube.com/watch?v=mFc5kylM8UM,343187,13338,1031,799
uHqL3VcqTI8,Hantavirus explained as health experts confirm &#39;Andes&#39; strain outbreak,A virus outbreak on board a cruise ship has killed three passengers and left others in hospital after being evacuated. [Subscribe to ...,Channel 4 News,UCTrQ7HXWRRxr7OsOtodr2_w,2026-05-06T16:42:56Z,hantavirus risk explained,https://www.youtube.com/watch?v=uHqL3VcqTI8,89835,973,417,166
tcmMZxnbcvc,Cruise ship hantavirus: Doctor explains the risk,A suspected hantavirus outbreak on a luxury cruise ship held off the coast of South Africa has left at least three people dead and ...,CBC News: The National,UCKjU3KzdbJE1EFcHVqXC3_g,2026-05-05T02:00:54Z,hantavirus risk explained,https://www.youtube.com/watch?v=tcmMZxnbcvc,18595,185,0,0
H4pUoNF06jQ,Hantavirus Explained: How It&#39;s NOT COVID— And Why People Are Concerned,"In this NewsNation interview, Dr. Omer Awan breaks down Hantavirus, how it spreads, and why it is different from COVID-19.",MedEdPage,UCV_WMc6wSrrYvCio1J7VwIg,2026-05-08T19:07:09Z,hantavirus risk explained,https://www.youtube.com/watch?v=H4pUoNF06jQ,306,8,2,2
l2C4FrBUOKo,How Dangerous Is Hantavirus?,"A cruise ship outbreak has renewed interest in hantavirus, a rare but lethal virus with no cure.⁠ #Hantavirus #Disease #WSJ.",The Wall Street Journal,UCK7tptUDHh-RYDsdxO1-5QQ,2026-05-06T21:50:55Z,hantavirus risk explained,https://www.youtube.com/watch?v=l2C4FrBUOKo,229478,4224,376,243
JRbZOQiz9yo,Hantavirus Explained | ABC NEWS,Dr Norman Swan explains the origins of hantavirus and whether an outbreak on a cruise ship could be the beginning of another ...,ABC News (Australia),UCVgO39Bk5sMo66-6o6Spn6Q,2026-05-11T05:30:09Z,hantavirus risk explained,https://www.youtube.com/watch?v=JRbZOQiz9yo,63435,541,0,0
1uPXM6yHcw4,What’s Hantavirus?  Doctor Explains #hantavirus #genehackman #health,Feel free to SUBSCRIBE for new #shorts #videos https://www.youtube.com/c/MikeMuellnerMD?sub_confirmation=1 LET'S ...,"Mike Muellner, M.D.",UC_KVWB_RjrL9szQhA1-i1qw,2025-03-12T03:29:58Z,hantavirus risk explained,https://www.youtube.com/watch?v=1uPXM6yHcw4,150076,0,210,130
Gmoasjpf_K4,"The Dangerous Truth About Hantavirus: Symptoms, Transmission &amp; Causes! | Dr. Jen Caudle",Hantavirus is dangerous- potentially quite deadly. Learn about this rare virus here in this video. To learn how to protect yourself ...,Dr. Jen Caudle,UCLpPdayeUfDyh6jg3oN-GIg,2026-05-04T22:38:47Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=Gmoasjpf_K4,36260,1123,172,98
20byWNN5ZqA,Spotting Hantavirus: Key Symptoms &amp; Prevention Tips 🔍,"Hantavirus is making headlines after Gene Hackman's wife Betsy Arakawa's passing. Dr. Ross Cohen breaks down the risks, ...",Hippo Education,UCffgbZCo4l5awQn4BfuEHXA,2025-03-21T04:00:02Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=20byWNN5ZqA,255557,4031,0,0
XPo-_3a4gXo,"Hantavirus Explained | Symptoms, Transmission &amp; Management | CanadaQBank","In this high-yield infectious disease review, we explain Hantavirus — a rodent-borne virus that can cause severe respiratory ...",CanadaQBank,UCeRsidsFcCrF-YSHOa08DnA,2022-06-22T04:08:00Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=XPo-_3a4gXo,12222,169,15,8
YTI-24LLH-U,How contagious is hantavirus?,"Hantavirus, a rare disease typically caused by exposure to infected rodents' urine or feces, is suspected in the deaths of AT ...",CNN,UCupvZG-5ko_eiXAupbDfxWw,2026-05-04T20:33:13Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=YTI-24LLH-U,44006,614,74,40
R5PqcngCWp4,Hantavirus Situation Is Insane,"References below In-depth channel: @HemeReview Secret channel: @BigEmus Music inspired by R. Prince, performed by ...",Chubbyemu,UCKOvOaJv4GK-oDqx-sj7VVg,2026-05-11T22:05:07Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=R5PqcngCWp4,2277625,108205,9694,1185
94I52t-MMK8,"Hantavirus Basics - Cases, Reservoir, Transmission, Incubation, Symptoms, Prevent | Public Health","In this video, we delve deep into Hantavirus, a deadly virus that can cause serious diseases like Hantavirus Pulmonary Syndrome ...",Whiteboard Medicine Emergency And Critical Care,UCiMhM7xCTT8b5SJRnhpH7Ag,2025-03-27T23:06:59Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=94I52t-MMK8,3314,114,28,11
ow-wgzI8Vwo,"Hantavirus Explained by a Dermatologist: Symptoms, Skin Signs &amp; Outbreak Update","Today dermatologist Dr. Dray discusses hantavirus, including the recent MV Hondius cruise ship outbreak, how hantavirus ...",Dr Dray,UCnxmUrGMtpQT844Yd_l7Zyg,2026-05-13T16:01:28Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=ow-wgzI8Vwo,29383,1419,170,79
PPZt0LzELVA,How contagious is Hantavirus?,"Hantavirus, a rare disease typically caused by exposure to infected rodents' urine or feces, is suspected in the deaths of AT ...",WJACTV,UCwg7WeUcP9hDMNoyBLHrFzQ,2026-05-05T15:33:55Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=PPZt0LzELVA,4593,38,7,2
OCovh50r2Fk,How does Andes hantavirus spread and what are the symptoms?,"While hantavirus can be a deadly virus, the CDC says overall risk to travelers and the American public remains ""extremely low.",USA TODAY,UCP6HGa63sBC7-KHtkme-p-g,2026-05-12T07:00:25Z,hantavirus symptoms transmission,https://www.youtube.com/watch?v=OCovh50r2Fk,7611,176,18,9
5EKnug643OY,A health expert explains what hantavirus is and how it spreadsーNHK WORLD-JAPAN NEWS,"A recent outbreak of hantavirus on a cruise ship has so far resulted in seven confirmed infections, and three deaths. While the ...",NHK WORLD-JAPAN,UCSPEjw8F2nQDtmUKPFNF7_A,2026-05-12T10:19:32Z,hantavirus expert explains,https://www.youtube.com/watch?v=5EKnug643OY,6499,0,0,0
9DC35qoeWH0,"Hantavirus Outbreak: Virus Expert Explains Risk, Immunity, And Sunlight | Dr. Roger Seheult",A deadly hantavirus outbreak linked to a cruise ship is making headlines around the world. But how worried should you really be?,Physicians Committee,UCUPQjZzb_Gf_EuXTjAbGBnw,2026-05-12T16:32:44Z,hantavirus expert explains,https://www.youtube.com/watch?v=9DC35qoeWH0,18019,797,146,70
ZncfH7nKX74,Hantavirus: Expert explains what you NEED to know,How concerned should the public be about the Andes hantavirus outbreak linked to the MV Hondius cruise ship? In this MedPage ...,MedPage Today,UC6MvIpGxljZrvmpgr4b19AQ,2026-05-13T18:11:24Z,hantavirus expert explains,https://www.youtube.com/watch?v=ZncfH7nKX74,4998,131,19,15
QLIPRp7YMaA,Medical expert explains symptoms of hantavirus in wake of deadly cruise ship outbreak,There has been a lot in the news lately about hantavirus. The rare disease generated a lot of buzz when passengers on board a ...,News4JAX The Local Station,UC_YFbvKedjnVjqrZqBR4L8Q,2026-05-07T11:45:20Z,hantavirus expert explains,https://www.youtube.com/watch?v=QLIPRp7YMaA,688,6,1,1
SgAnBAO6eCo,Hantavirus facts vs. fiction: Experts break down what you should know,"While the CDC maintains risk to the public surrounding the latest hantavirus outbreak is low, monitoring of passengers continues.",NBC Chicago,UCL9C44BZd_8hRa9OPMjIpMg,2026-05-13T22:31:21Z,hantavirus expert explains,https://www.youtube.com/watch?v=SgAnBAO6eCo,289,1,1,0
KcAHHDfaPRY,Hantavirus outbreak | One expert explains how it can spread,One expert explains how Hantavirus could spread during travel. Read more: KCENTV.com SUBSCRIBE | http://bit.ly/2Z6mT7N ...,KCENNews,UCjq9ElqnV7Df6NLb4oDHKqQ,2026-05-05T22:26:36Z,hantavirus expert explains,https://www.youtube.com/watch?v=KcAHHDfaPRY,321,3,2,2
MC9zNrcGNOM,What is hantavirus? Infectious disease expert explains after cruise ship deaths | ChicagoLIVE,"Dr. Graeme Forrest of Rush University Medical Center joins the show to break down what hantavirus is, how it spreads and what ...",FOX 32 Chicago,UCFmofUYwZd1Ibf_O3PF71jg,2026-05-04T19:55:38Z,hantavirus expert explains,https://www.youtube.com/watch?v=MC9zNrcGNOM,542,9,1,1
r8oAdeXl6yo,Experts are getting chronic fatigue syndrome from having to explain that hantavirus is NOT Covid 2.0,,The Daily Show,UCwWhs_6x42TyRM4Wstoq8HA,2026-05-14T18:00:33Z,hantavirus expert explains,https://www.youtube.com/watch?v=r8oAdeXl6yo,113899,6578,120,83
0Wf7ifmHQ0k,Medical experts explain the hantavirus threat on cruise ships,Hantavirus outbreak on a cruise ship has left passengers under watch after multiple deaths and serious respiratory illness.,"Evan P Nadler MD, MBA",UCqapibydoDURJUfSFD38LqA,2026-05-13T01:22:20Z,hantavirus expert explains,https://www.youtube.com/watch?v=0Wf7ifmHQ0k,878,2,1,1
b0ti3bXhFlA,Public Health advises precautions despite low Hantavirus risk,"Public Health says the current risk posed to Gibraltar by the hantavirus outbreak is considered low, although authorities have ...",GBC News,UCZmAMaPOlLTPGZJWO5ph0mg,2026-05-18T12:21:49Z,hantavirus public health,https://www.youtube.com/watch?v=b0ti3bXhFlA,80,4,1,0
moMogbmIb2c,Hanta Virus Alert | World Health Organization Issues Update on Hanta Virus,The World Health Organization has assessed the global risk from the ongoing Hanta virus outbreak and confirmed that the threat ...,Gulf News Updates,UCJgoZmmahRJ1osBLxefS8jw,2026-05-18T11:58:38Z,hantavirus public health,https://www.youtube.com/watch?v=moMogbmIb2c,1345,18,0,0
X27n0FHUTV4,Hantavirus: The Deadly Virus Spreading Fast 🌍⚠️,"What is Hantavirus? Symptoms, Spread & Prevention Explained! Hantavirus Outbreak Explained in Simple Terms Optimized ...",Science Academy by Mukhtar ,UC7KU_jFsv-RVc-z4nGtS-oA,2026-05-16T08:48:41Z,hantavirus public health,https://www.youtube.com/watch?v=X27n0FHUTV4,1650,13,0,0
kwv53eF3rcs,"Deadly Cruise Ship Hantavirus Outbreak: 3 Dead, 10+ Cases Linked to M/V Hondius",A deadly hantavirus outbreak on the Dutch-flagged M/V Hondius cruise ship has killed at least 3 people and infected 10 others ...,Open Horizon,UCkWRskd5_sxYHl-Fwp7nGhA,2026-05-15T19:06:15Z,hantavirus public health,https://www.youtube.com/watch?v=kwv53eF3rcs,78,2,0,0
nUWK12c_J9Q,US Hantavirus Outbreak Spreads Fear Across the Globe,"A hantavirus outbreak on a cruise ship has put 10 people in harm's way, with two confirmed dead and one suspected fatality.",TheNewsAuthority,UCxEB8iNC0ZYb_c7hQwo4MdQ,2026-05-17T07:43:42Z,hantavirus public health,https://www.youtube.com/watch?v=nUWK12c_J9Q,132,1,0,0
18KbdR_m7ms,"Hantavirus: Symptoms, Risks, Prevention and What To Do in an Emergency Hantavirus is a rare but","Hantavirus: Symptoms, Risks, Prevention and What To Do in an Emergency Hantavirus is a rare but potentially deadly disease ...",Impact Newswire,UC5-_io1viXVC2-2aNAXViLw,2026-05-12T08:17:37Z,hantavirus public health,https://www.youtube.com/watch?v=18KbdR_m7ms,114,2,0,0
BWjYDpFvHLA,PART 7 Hantavirus,PART 7 One reason hantavirus is so dangerous is because the EARLY symptoms can look almost exactly like flu or COVID ...,Gab-Nic Excelsior,UC2IBKFPc4gy8jL7oE14QjMw,2026-05-16T02:19:00Z,hantavirus public health,https://www.youtube.com/watch?v=BWjYDpFvHLA,68,0,0,0
DDCXLr-lfAk,This Virus Can Spread From Rodent Droppings⚠️ Hantavirus Explained#health #facts#anatomy#hantavirus,"Hantavirus is a rare but dangerous virus spread mainly through infected rodents and their droppings. In this short video, learn: ...",CoreXplained,UC_Z-0dol8jQ-yqGakaR2OEQ,2026-05-12T16:20:52Z,hantavirus public health,https://www.youtube.com/watch?v=DDCXLr-lfAk,1914,32,1,1
mGSfmlfLtpg,Is Hantavirus the Next Pandemic?,"Why are scientists paying such close attention to the hantavirus outbreak? In this episode of That's Life, Insoo Hyun explains ...",Museum of Science,UCeYda7MUy54yNYJya8txkJA,2026-05-13T15:03:36Z,hantavirus public health,https://www.youtube.com/watch?v=mGSfmlfLtpg,100106,1467,66,39
jbu8Jj23IfE,From Ebola to Hantavirus — 5 Viruses Are Spreading Worldwide ⚠️#hantavirus #unitedstates #fpy #2026,,Geo Kingdom,UC-Yzq_Op59JXY4JF6RRPbGA,2026-05-17T12:41:33Z,hantavirus 2026,https://www.youtube.com/watch?v=jbu8Jj23IfE,21119,0,42,30
5spLqJ01P4U,Canadian in isolation tests presumptively positive for hantavirus after leaving cruise ship,One of the four Canadians isolating in B.C. after disembarking the hantavirus-stricken cruise ship has tested presumptively ...,CBC News,UCuFFtHWoLl5fauMMD5Ww2jA,2026-05-16T19:59:02Z,hantavirus 2026,https://www.youtube.com/watch?v=5spLqJ01P4U,21048,202,0,0
Ip3zL1qnu1o,"Hantavirus confirmed for suspected individual | CTV National News for Sunday, May 17, 2026",Yesterday's 'presumptive positive' hantavirus case has now been confirmed; Conservative MP Michael Chong visiting Taiwan ...,CTV News,UCi7Zk9baY1tvdlgxIML8MXg,2026-05-18T04:34:39Z,hantavirus 2026,https://www.youtube.com/watch?v=Ip3zL1qnu1o,31701,162,47,11
